"";"id";"attributes.externalId";"attributes.commercialFollowUp";"attributes.centroidLongitude";"attributes.centroidLatitude"
"1";23277;3619;"To finance";-4,30453611111111;41,8400194
"2";23279;3618;"To finance";-4,31275277777778;41,8441083
"3";23331;3616;"Follow up";6,1335;48,3565
"4";23283;3603;"To finance";5,785407;49,808838
"5";23289;3598;"Follow up";0,674;46,187
"6";23259;3596;"Follow up";0,3255;46,6247
"7";23243;3563;"To finance";4,395217;45,857694
"8";23241;3559;"To finance";-87,495536;51,081896
"9";23247;3557;"To finance";5,513328;44,029806
"10";23285;3554;"Follow up";2,796488;43,769549
"11";23263;3550;"Follow up";-120,744421;40,341959
"12";23297;3544;"To finance";3,902266;49,032037
"13";23257;3540;"Follow up";2,479851;50,89156
"14";23261;3539;"Follow up";3,232096;49,980726
"15";23239;3538;"Follow up";-119,916194;37,817778
"16";23301;3528;"Follow up";0,716483;47,376685
"17";23237;3511;"To finance";0,928517;46,838767
"18";23265;3500;"To finance";-0,63422;47,744352
"19";23325;3495;"To finance";-1,025854;46,629427
"20";23235;3494;"To finance";0,893286;45,067427
"21";23303;3492;"Follow up";1,813001;45,613874
"22";23305;3490;"Follow up";7,46155;48,224134
"23";23295;3488;"Follow up";4,47816448;46,54580128
"24";23245;3487;"Follow up";-1,917646;46,813873
"25";23233;3485;"Follow up";2,5131;45,57223
"26";23231;3484;"Follow up";0,216365;45,368104
"27";23229;3482;"Follow up";5,462161;44,114449
"28";23227;3481;"Follow up";0,053894;47,910041
"29";23225;3478;"Follow up";1,947778;44,221916
"30";23299;3477;"Follow up";-0,10838;43,43441
"31";23223;3476;"Follow up";-1,286385;47,007148
"32";23273;3474;"Follow up";0,44216035414414;45,7293216885155
"33";23221;3473;"Follow up";-0,418896;47,19694
"34";23219;3472;"Follow up";-0,781352;47,561603
"35";23217;3467;"Follow up";0,528403;47,775602
"36";23215;3466;"Follow up";-0,447844;47,726736
"37";23213;3464;"Follow up";-1,091104;46,615475
"38";23211;3460;"Follow up";6,3991;46,9415
"39";23209;3459;"Follow up";3,763562;45,517944
"40";23255;3458;"Follow up";4,830801;48,677971
"41";23253;3457;"Follow up";5,289685;48,695972
"42";23287;3456;"Follow up";2,356439;49,635703
"43";23291;3455;"Follow up";6,573043;48,234639
"44";23207;3454;"Follow up";4,646713;48,610818
"45";23205;3453;"Follow up";4,216425;48,070625
"46";23203;3449;"Follow up";2,0827;45,3645
"47";23195;3435;"Follow up";2,58135;50,442284
"48";23201;3439;"Follow up";6,555091;47,875095
"49";23199;3438;"Follow up";4,414788;49,236526
"50";23197;3437;"Follow up";3,6168;44,1486
"51";23193;3434;"Follow up";2,482452;44,82084
"52";23191;3432;"Follow up";-7,027106;40,046041
"53";23189;3431;"Follow up";-1,05605;42,898722
"54";23181;3394;"Follow up";-0,931181;50,900661
"55";23281;3426;"To finance";14,974405145;49,543289676
"56";23187;3406;"Follow up";-8,231865;41,260435
"57";23275;3400;"To finance";-5,445768;37,995444
"58";23183;3395;"To finance";14,58525;53,524935
"59";23179;3388;"Follow up";5,783078;45,480758
"60";23177;3387;"Follow up";2,185827;45,356376
"61";23175;3386;"Follow up";10,984606;51,586825
"62";23271;3385;"Follow up";-8,439377;37,500199
"63";23173;3382;"Follow up";20,35334;45,391387
"64";23171;3381;"Follow up";-1,097351;47,534838
"65";23169;3380;"Follow up";1,565948;49,00234
"66";23167;3374;"Follow up";1,99427038;49,19219786
"67";23165;3373;"Follow up";5,907;50,0657
"68";23163;3372;"Follow up";7,465734;48,225278
"69";23161;3371;"Follow up";-0,850736;46,884413
"70";23159;3370;"To finance";6,259504;50,375062
"71";23251;3369;"Follow up";3,50681;49,41628
"72";23157;3368;"Follow up";4,625596;44,94022
"73";23155;3364;"Follow up";4,993477;45,571176
"74";23153;3363;"Follow up";6,358134;45,607849
"75";23151;3362;"Follow up";4,344726;44,981528
"76";23149;3359;"Follow up";-7,219917;39,9925
"77";23147;3357;"Follow up";2,398279;46,864871
"78";23145;3356;"To finance";2,904559;50,335322
"79";23143;3354;"To finance";8,326598;46,60281
"80";23141;3353;"To finance";5,469976;47,301918
"81";23139;3352;"Follow up";6,27824;45,97291
"82";23137;3351;"To finance";4,55083173;46,31364407
"83";23135;3350;"Follow up";-8,47233977;37,53773112
"84";23133;3348;"Follow up";11,48769;42,492383
"85";23131;3347;"Follow up";-1,229382;42,902349
"86";23129;3345;"To finance";33,86549;-14,208675
"87";23127;3343;"Follow up";3,852962;45,725019
"88";23125;3342;"Follow up";3,846666;45,925283
"89";23123;3341;"To finance";4,909556;48,96274
"90";23121;3340;"Follow up";3,3122;48,6784
"91";23119;3337;"Follow up";3,85838;46,465658
"92";23117;3336;"Follow up";3,720859;45,680337
"93";23115;3334;"Follow up";3,014937;46,644949
"94";23113;3333;"Follow up";3,514486;45,907822
"95";23111;3332;"Follow up";2,475753;43,573291
"96";23109;3330;"Follow up";18,781936240053;53,4403524331364
"97";23107;3329;"Follow up";6,278046;45,974663
"98";23105;3328;"Follow up";0,15911;49,660775
"99";23103;3327;"Follow up";1,5357;45,7959
"100";23101;3326;"Follow up";1,271209;49,879193
"101";23099;3325;"To finance";2,371629;47,138353
"102";23097;3322;"To finance";5,013703;47,266957
"103";23095;3321;"Follow up";2,305893;48,824741
"104";23093;3320;"Follow up";23,725075;47,144999
"105";23091;3319;"To finance";-0,5557;44,902
"106";23089;3318;"Follow up";105,381514;25,803469
"107";23087;3317;"Follow up";1,9074809;45,4510214
"108";23085;3316;"Follow up";5,145529;50,8425
"109";23083;3315;"To finance";-4,40822222222222;34,1504444
"110";23081;3314;"Follow up";-0,3663;49,144992
"111";23079;3313;"Follow up";5,35903055;50,181925
"112";23077;3312;"Follow up";1,53;42,97
"113";23075;3311;"Follow up";2,444603;45,7501262
"114";23073;3310;"Follow up";0,909581;47,131938
"115";23071;3309;"Follow up";4,099298;50,1136855
"116";23069;3308;"Follow up";5,590883;50,10099
"117";23067;3307;"To finance";5,554141;50,159256
"118";23065;3306;"Follow up";1,883563;45,506177
"119";23063;3305;"Follow up";6,161056;49,958694
"120";23061;3304;"Follow up";2,015037;47,627917
"121";23059;3302;"Follow up";-0,82798;47,43481
"122";23057;3301;"Follow up";3,607614;49,276184
"123";23249;3297;"Follow up";0,465739;47,958338
"124";23055;3296;"Follow up";-1,66369444444444;46,9636667
"125";23053;3294;"Follow up";-1,993217;47,551539
"126";23051;3293;"Follow up";3,86148521;44,616503
"127";23049;3292;"Follow up";3,176341;49,041981
"128";23047;3291;"Follow up";1,084459;49,133755
"129";23045;3290;"To finance";6,821;48,3044
"130";23039;3287;"Follow up";7,046393158;48,56605593
"131";23043;3289;"Follow up";6,563325;47,868856
"132";23041;3288;"To finance";6,6491319;48,5991863
"133";23035;3285;"Follow up";1,746928;49,466337
"134";23037;3286;"Follow up";4,949145;48,968934
"135";23327;3282;"Follow up";7,486601;48,618349
"136";23329;3281;"Follow up";7,80328193969087;48,8202169049138
"137";23033;3279;"Follow up";6,85284755;48,862715
"138";23031;3278;"To finance";2,263229;45,330316
"139";23029;3277;"Follow up";3,651705;49,046626
"140";23027;3276;"Follow up";3,3122;48,6784
"141";23025;3274;"Follow up";4,535062;45,735511
"142";23023;3273;"Follow up";0,17;47,356667
"143";23021;3272;"Follow up";-0,960079;47,321585
"144";23019;3267;"Follow up";2,40003676987308;49,988470779378
"145";23017;3266;"Follow up";6,083204;45,361687
"146";23015;3265;"Follow up";2,730138;45,865445
"147";23321;3263;"Follow up";5,82755;49,91875
"148";23013;3262;"Follow up";2,015037;47,627917
"149";23011;3260;"Follow up";5,9263;50,2544
"150";23009;3259;"Follow up";-1,177624;46,719717
"151";23007;3257;"Follow up";0,197222222222222;47,8183333
"152";23005;3256;"Follow up";5,11935;46,83463
"153";23003;3255;"Follow up";5,13195;46,83304
"154";23001;3240;"Follow up";-16,43416;13,805301
"155";22999;3239;"Follow up";-1,672939;47,152484
"156";22997;3238;"Follow up";3,661292;45,246424
"157";22995;3237;"Follow up";3,218723;46,632352
"158";22993;3234;"Follow up";-3,23421266;42,45874221
"159";22991;3232;"Follow up";0,906725;45,065919
"160";22989;3227;"Follow up";1,679929;42,873366
"161";22987;3224;"Follow up";-1,38603;51,70351
"162";22985;3221;"Follow up";5,8145;46,93454
"163";22983;3220;"Follow up";3,25984;46,71336
"164";22981;3219;"Follow up";6,62788;52,24051
"165";22979;3218;"Follow up";-1,215203;47,557971
"166";22977;3217;"Follow up";0,300384;47,997151
"167";22975;3216;"Follow up";-0,556347;47,557524
"168";22973;3215;"Follow up";2,830642;50,665928
"169";22971;3213;"Follow up";0,2769;49,0027
"170";22969;3210;"Follow up";-1,837176;46,853233
"171";22967;3209;"Follow up";-0,93058;50,8931
"172";22965;3208;"Follow up";5,809084;45,62863
"173";22963;3203;"Follow up";0,5626;46,84715
"174";22961;3196;"Follow up";5,83852;49,99366
"175";22959;3194;"Follow up";6,04194;49,6825
"176";22957;3193;"Follow up";6,04911;49,92483
"177";22955;3192;"Follow up";6,18708;49,72802
"178";22953;3190;"Follow up";2,93659;44,6649
"179";22951;3189;"Follow up";0,040561;48,17457
"180";22949;3187;"Follow up";11,6809222;43,9241944
"181";22947;3184;"Follow up";1,11505555555556;49,8273611
"182";22945;3183;"Follow up";-1,238652;46,762833
"183";22943;3182;"Follow up";1,273366;49,878703
"184";22941;3181;"Follow up";-8,0387583;38,748475
"185";22939;3180;"To finance";-8,52007777;37,9791278
"186";22937;3179;"Follow up";-8,4967972;37,3381361
"187";22935;3178;"Follow up";-8,4723388;37,5377306
"188";22933;3177;"Follow up";-7,982861111;39,7055333
"189";22931;3175;"Follow up";-8,29471666;41,2822556
"190";22929;3174;"To finance";7,982861;39,7055333
"191";22927;3173;"To finance";-8,274025;40,8881972
"192";22925;3172;"Follow up";6,785099;45,05422
"193";22923;3168;"Follow up";-0,91039744;44,458551
"194";22921;3167;"Follow up";0,66818187;46,1867943
"195";22919;3166;"Follow up";0,291635;47,685079
"196";22917;3165;"To finance";5,3505;50,184889
"197";22915;3164;"Follow up";23,725075;47,144999
"198";22913;3163;"Follow up";3,807762;50,176937
"199";22911;3162;"Follow up";-0,322049;48,102672
"200";22909;3160;"Follow up";5,74694;50,43722
"201";22907;3159;"Follow up";-1,544288;46,505893
"202";22905;3158;"Follow up";-1,107902;47,187945
"203";22903;3157;"Follow up";-0,474839;47,775174
"204";22901;3156;"Follow up";1,741141;49,58578
"205";22899;3155;"Follow up";2,720098;49,530632
"206";22897;3154;"Follow up";6,524205;50,365659
"207";22895;3152;"Follow up";5,867422;50,225394
"208";22893;3151;"Follow up";7,853072;51,373042
"209";22891;3150;"Follow up";7,4533;48,225
"210";22889;3149;"Follow up";1,7887;50,0147
"211";22887;3148;"Follow up";0,007929;47,992679
"212";22885;3147;"Follow up";1,768439;50,844776
"213";22883;3146;"Follow up";18,291223;40,05653
"214";22881;3145;"Follow up";18,20277;40,06666
"215";22879;3144;"Follow up";5,065541;47,339592
"216";22877;3143;"To finance";25,729775;-33,004406
"217";22875;3142;"To finance";-0,350196;46,76449
"218";22873;3141;"Follow up";4,527847;49,556194
"219";22871;3140;"Follow up";2,712628;48,494011
"220";22869;3139;"Follow up";-0,436944;47,918889
"221";22867;3138;"Follow up";0,3751;45,65
"222";22865;3137;"Follow up";18,243235;40,070782
"223";22863;3136;"Follow up";1,8319;45,3727
"224";22861;3135;"Follow up";19,151984;-33,242038
"225";22859;3134;"Follow up";8,62731;40,14266
"226";23293;3133;"Follow up";29,464359;-1,97059
"227";21261;1670;"Follow up";14,556713;51,113488
"228";22857;3132;"Follow up";18,73885;53,45752
"229";22855;3131;"Follow up";5,610312;47,12355
"230";22853;3130;"Follow up";24,469626;38,05201
"231";22851;3128;"Follow up";-5,95583;49,9711111
"232";21411;1748;"Follow up";-0,10339;48,666319
"233";22849;3126;"Follow up";5,425058;43,284231
"234";21423;1755;"Follow up";4,830801;48,677971
"235";21421;1754;"To finance";2,343575;48,791628
"236";21415;1750;"Follow up";3,907456;49,025936
"237";21417;1751;"Follow up";2,352154;49,740977
"238";23319;1744;"Follow up";-2,7336083333;54,5974861
"239";23323;3120;"Follow up";5,755;50,15666
"240";23317;3119;"Follow up";5,36888888;49,8883333
"241";21101;1585;"Follow up";-8,472158;37,533352
"242";21419;1753;"To finance";8,326598;46,60281
"243";21413;1749;"To finance";5,145529;50,8425
"244";23315;3118;"Follow up";5,4914;49,7714
"245";23313;3117;"Follow up";5,9531;50,2253
"246";22847;3116;"Follow up";6,09824;50,369016
"247";21399;1741;"Follow up";-16,444328;13,812476
"248";22845;3115;"Follow up";-2,480988;47,603843
"249";22843;3114;"Follow up";4,22648;47,077316
"250";22841;3113;"Follow up";-2,075614;47,920506
"251";22839;3112;"Follow up";2,5119;49,1819
"252";21407;1746;"Follow up";-2,401049;48,490113
"253";22837;3111;"Follow up";5,077583;48,772528
"254";21409;1747;"To finance";0,541411;5,78995
"255";22835;3110;"Follow up";4,0415;49,23
"256";21103;1586;"To finance";-122,577755;40,689611
"257";22833;3107;"Follow up";-0,833802;44,526081
"258";21405;1745;"To finance";33,870672;-14,206977
"259";21403;1743;"Follow up";2,881832;50,641647
"260";22831;3105;"Follow up";47,531764;-18,743042
"261";22829;3104;"Follow up";2,638983;50,54079
"262";22827;3103;"Follow up";7,662306;48,579861
"263";22825;3102;"Follow up";-0,370868;49,2207275
"264";22823;3100;"Follow up";-1,682968;46,699936
"265";21381;1731;"Follow up";-3,2261571;42,4599676
"266";21385;1733;"Follow up";0,290636;46,02593
"267";22821;3099;"Follow up";0,611349;45,858856
"268";21105;1587;"Follow up";3,476722;45,57049
"269";21377;1729;"Follow up";6,3311;46,021
"270";22819;3098;"Follow up";0,213534;49,355951
"271";21383;1732;"Follow up";0,761886;49,564084
"272";21401;1742;"Follow up";-1,785387;46,611042
"273";22817;3097;"Follow up";2,309519;48,812425
"274";21379;1730;"Follow up";-1,225595;46,698729
"275";21395;1738;"To finance";-74,829488;42,38288
"276";22815;3096;"Follow up";2,495194;50,116444
"277";22813;3095;"Follow up";5,9675;50,1502
"278";22811;3094;"Follow up";3,815898;48,978654
"279";22809;3093;"Follow up";2,01459;47,627914
"280";21375;1728;"Follow up";-0,94235;52,055
"281";22807;3092;"Follow up";14,4960587439376;53,4706889284789
"282";22805;3091;"Follow up";3,596458;45,192661
"283";21397;1740;"Follow up";0,888895;45,063277
"284";22803;3090;"Follow up";6,93266;43,64162
"285";21361;1721;"Follow up";-1,065449;47,021489
"286";21095;1581;"Follow up";2,253513;45,459629
"287";22801;3089;"Follow up";1,669063;43,072378
"288";22799;3088;"Follow up";1,4308862;43,6761383
"289";22797;3087;"Follow up";4,6406038;43,8120564
"290";22795;3086;"Follow up";2,1987891;48,8963907
"291";22793;3085;"Follow up";-0,231542;47,837263
"292";21099;1583;"Follow up";-0,576213;47,495827
"293";22791;3084;"Follow up";5,036794;46,154178
"294";22789;3083;"Follow up";4,497902;45,250411
"295";21259;1669;"Follow up";2,190319;44,894291
"296";22787;3082;"Follow up";5,190076;46,156856
"297";22785;3081;"Follow up";5,673505;45,330586
"298";22783;3080;"Follow up";4,607558;45,43176
"299";21389;1735;"To finance";9,35882;9,459266
"300";22781;3079;"Follow up";2,341439;48,74607
"301";22779;3078;"Follow up";2,930286;48,371919
"302";22777;3077;"Follow up";17,025604;52,546567
"303";22775;3076;"Follow up";5,831557;49,949281
"304";22773;3075;"Follow up";6,088193;50,148595
"305";21391;1736;"Follow up";11,64361111;43,9494444
"306";22771;3074;"Follow up";0,920399;48,105004
"307";21387;1734;"Follow up";-72,256533;19,32605
"308";21393;1737;"Follow up";-77,9708437392696;-1,48702039356295
"309";22769;3073;"Follow up";2,9156;49,187
"310";22767;3071;"Follow up";8,89212;9,92849
"311";22765;3070;"To finance";-66,0494726649511;-8,94857657223611
"312";22763;3069;"Follow up";-0,018974;47,383052
"313";22761;3068;"Follow up";19,421319;-33,289911
"314";22759;3067;"Follow up";4,6598;46,3972
"315";21093;1580;"Follow up";2,083803;45,247288
"316";22757;3066;"Follow up";-0,398582;46,517628
"317";21279;1680;"Follow up";3,178586;44,584128
"318";21287;1684;"Follow up";1,384677;42,989933
"319";22755;3065;"Follow up";-0,496546;46,769859
"320";22753;3064;"Follow up";2,419229;48,642159
"321";22751;3063;"Follow up";17,055;52,553889
"322";21343;1712;"To finance";-74,593792;42,726852
"323";22749;3062;"Follow up";3,95738;45,325026
"324";21107;1588;"Follow up";18,783361;53,440306
"325";22535;2951;"Follow up";2,93512;43,66028
"326";22533;2950;"Follow up";5,78675;44,990602
"327";22531;2949;"Follow up";5,76167;45,414284
"328";21273;1676;"Follow up";0,786003;45,064451
"329";21347;1714;"Follow up";0,902562;45,069786
"330";22529;2948;"Follow up";6,111626;50,147768
"331";22527;2947;"Follow up";5,994494;50,158065
"332";21351;1716;"Follow up";3,5458;47,513
"333";21367;1724;"Follow up";-0,243252;48,078118
"334";22525;2946;"To finance";96,23761;5,26042
"335";21345;1713;"Follow up";5,2717;48,683
"336";21313;1697;"To finance";98,21548;4,25165
"337";22523;2945;"Follow up";1,95034550416083;48,7595925938629
"338";21365;1723;"Follow up";48,902646;2,186047
"339";21357;1719;"Follow up";-1,9156;47,5044
"340";21295;1688;"Follow up";-1,417397;46,748582
"341";21353;1717;"Follow up";2,766778;45,568383
"342";22521;2944;"Follow up";-1,017231;47,119677
"343";21317;1699;"Follow up";4,937892;46,042574
"344";22519;2943;"Follow up";4,936681;46,284903
"345";22517;2942;"Follow up";4,999369;46,160627
"346";21267;1673;"Follow up";4,743987;46,007173
"347";21309;1695;"To finance";6,2337;48,4968
"348";22515;2941;"Follow up";2,477569;46,49299
"349";21323;1702;"Follow up";0,024907;46,709425
"350";22513;2939;"Follow up";5,145529;50,8425
"351";21257;1668;"Follow up";5,805419;43,999631
"352";22511;2938;"Follow up";5,3572;49,4804
"353";21337;1709;"Follow up";4,662366;48,602666
"354";21335;1708;"Follow up";6,608334;47,915455
"355";21333;1707;"Follow up";5,61559;47,940612
"356";21349;1715;"Follow up";5,496404;47,437486
"357";22509;2937;"Follow up";1,641131;43,193518
"358";22507;2936;"Follow up";-2,439437;47,674444
"359";22505;2935;"Follow up";-0,282157;48,549577
"360";22503;2934;"Follow up";-0,09159;46,6463
"361";22501;2933;"Follow up";5,577991;45,417563
"362";22499;2932;"Follow up";0,502222;46,434166
"363";21119;1595;"Follow up";0,326108;46,130174
"364";21371;1726;"Follow up";0,332088;46,269373
"365";21117;1594;"Follow up";3,5409;45,4699
"366";22497;2931;"Follow up";3,513951;45,502087
"367";22495;2930;"Follow up";3,555;45,585
"368";22493;2929;"Follow up";1,051845;49,395842
